"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=theropoda"
"Access Time","Fri 2017-02-03 21:08:57 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","theropoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.577"
"Records Found","11703"
"Records Returned","11703"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"219356","occ","","","22508","Tadorna ferruginea","species","39631","species not entered","Tadorna","genus","39631","Pleistocene","","2.588","0.0117","5225"
"219357","occ","","","22508","Anas platyrhynchos","species","83434","","Anas platyrhynchos","species","83434","Pleistocene","","2.588","0.0117","5225"
"219358","occ","","","22508","Anas penelope","species","67686","species not entered","Anas","genus","67686","Pleistocene","","2.588","0.0117","5225"
"219359","occ","","","22508","Aythya ferina","species","83440","species not entered","Aythya","genus","83440","Pleistocene","","2.588","0.0117","5225"
"219360","occ","","","22508","Mergus merganser","species","336064","","Mergus merganser","species","336064","Pleistocene","","2.588","0.0117","5225"
"219361","occ","","","22508","Pandion haliaetus","species","39329","species not entered","Pandion","genus","39329","Pleistocene","","2.588","0.0117","5225"
"219362","occ","","","22508","Anas crecca","species","133772","","Anas crecca","species","133772","Pleistocene","","2.588","0.0117","5225"
"219363","occ","","","22508","Anas sp.","genus","67686","","Anas","genus","67686","Pleistocene","","2.588","0.0117","5225"
"219382","occ","","","22513","Ardea cinerea","species","83488","","Ardea cinerea","species","83488","Pleistocene","","2.588","0.0117","5225"
"219383","occ","","","22513","Anas crecca","species","133772","","Anas crecca","species","133772","Pleistocene","","2.588","0.0117","5225"
"219392","occ","","","22516","Anas acuta","species","83435","","Anas acuta","species","83435","Pleistocene","","2.588","0.0117","5225"
"219430","occ","","","22531","Aquila chrysaetos","species","94489","","Aquila chrysaetos","species","94489","Pleistocene","","2.588","0.0117","5225"
"219457","occ","","","22536","Anas platyrhynchos","species","83434","","Anas platyrhynchos","species","83434","Pleistocene","Holocene","2.588","0","5225"
"219467","occ","","","22538","Grus grus","species","105610","","Grus grus","species","105609","Pleistocene","Holocene","2.588","0","5225"
"219473","occ","","","22539","Anser albifrons","species","335665","","Anser albifrons","species","335665","Pleistocene","Holocene","2.588","0","5225"
"219498","occ","","","22544","Anas acuta","species","83435","","Anas acuta","species","83435","Pleistocene","","2.588","0.0117","5225"
"219501","occ","","","22544","Phalacrocorax carbo","species","336370","","Phalacrocorax carbo","species","336369","Pleistocene","","2.588","0.0117","5225"
"219502","occ","","","22544","Ardea cinerea","species","83488","","Ardea cinerea","species","83488","Pleistocene","","2.588","0.0117","5225"
"219503","occ","","","22544","Phoenicopterus antiquorum","species","39594","species not entered","Phoenicopterus","genus","39594","Pleistocene","","2.588","0.0117","5225"
"219504","occ","","","22544","Anas platyrhynchos","species","83434","","Anas platyrhynchos","species","83434","Pleistocene","","2.588","0.0117","5225"
"219505","occ","","","22544","Anas penelope","species","67686","species not entered","Anas","genus","67686","Pleistocene","","2.588","0.0117","5225"
"219506","occ","","","22544","Mergus serrator","species","83462","","Mergus serrator","species","83462","Pleistocene","","2.588","0.0117","5225"
"219507","occ","","","22544","Mergus albellus","species","39627","species not entered","Mergus","genus","39627","Pleistocene","","2.588","0.0117","5225"
"219508","occ","","","22544","Milvus migrans","species","191573","species not entered","Milvus","genus","191573","Pleistocene","","2.588","0.0117","5225"
"219509","occ","","","22544","Anas crecca","species","133772","","Anas crecca","species","133772","Pleistocene","","2.588","0.0117","5225"
"219511","occ","","","22544","Anas sp.","genus","67686","","Anas","genus","67686","Pleistocene","","2.588","0.0117","5225"
"219518","occ","","","22545","Anas acuta","species","83435","","Anas acuta","species","83435","Pleistocene","","2.588","0.0117","5225"
"219520","occ","","","22545","Phalacrocorax carbo","species","336370","","Phalacrocorax carbo","species","336369","Pleistocene","","2.588","0.0117","5225"
"219521","occ","","","22545","Ardea cinerea","species","83488","","Ardea cinerea","species","83488","Pleistocene","","2.588","0.0117","5225"
"219522","occ","","","22545","Anser albifrons","species","335665","","Anser albifrons","species","335665","Pleistocene","","2.588","0.0117","5225"
"219523","occ","","","22545","Tadorna ferruginea","species","39631","species not entered","Tadorna","genus","39631","Pleistocene","","2.588","0.0117","5225"
"219524","occ","","","22545","Anas platyrhynchos","species","83434","","Anas platyrhynchos","species","83434","Pleistocene","","2.588","0.0117","5225"
"219525","occ","","","22545","Anas penelope","species","67686","species not entered","Anas","genus","67686","Pleistocene","","2.588","0.0117","5225"
"219526","occ","","","22545","Aythya ferina","species","83440","species not entered","Aythya","genus","83440","Pleistocene","","2.588","0.0117","5225"
"219527","occ","","","22545","Mergus merganser","species","336064","","Mergus merganser","species","336064","Pleistocene","","2.588","0.0117","5225"
"219528","occ","","","22545","Mergus serrator","species","83462","","Mergus serrator","species","83462","Pleistocene","","2.588","0.0117","5225"
"219529","occ","","","22545","Mergus albellus","species","39627","species not entered","Mergus","genus","39627","Pleistocene","","2.588","0.0117","5225"
"219530","occ","","","22545","Numenius arquatus","species","83476","species not entered","Numenius","genus","83476","Pleistocene","","2.588","0.0117","5225"
"219531","occ","","","22545","Anas crecca","species","133772","","Anas crecca","species","133772","Pleistocene","","2.588","0.0117","5225"
"219532","occ","","","22545","Branta sp.","genus","83426","","Branta","genus","83426","Pleistocene","","2.588","0.0117","5225"
"219737","occ","","","22592","Struthio sp.","genus","39278","","Struthio","genus","39278","Messinian","","7.246","5.333","5649"
"219767","occ","","","22593","Struthio sp.","genus","39278","","Struthio","genus","39278","Gelasian","","2.588","1.806","4948"
"219790","occ","","","22595","Struthio sp.","genus","39278","","Struthio","genus","39278","Gelasian","","2.588","1.806","4659"
"219861","occ","","","22627","Struthio sp.","genus","39278","","Struthio","genus","39278","Calabrian","","1.806","0.781","4478"
"219881","occ","","","22628","Struthio sp.","genus","39278","","Struthio","genus","39278","Early Pleistocene","","2.588","0.781","5653"
"219975","occ","","","22648","Creosaurus atrox","species","52970","subjective synonym of","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","13098"
"219994","occ","","","22653","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Campanian","","83.6","72.1","5724"
"219998","occ","","","22654","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","Late Campanian","","83.5","70.6","5922"
"219999","occ","","","22654","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Late Campanian","","83.5","70.6","5922"
"220009","occ","","","22657","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","Late Campanian","","83.5","70.6","5721"
"220011","occ","","","22657","Velociraptor sp.","genus","38564","","Velociraptor","genus","38564","Late Campanian","","83.5","70.6","5721"
"220028","occ","","","22659","Albertosaurus libratus","species","57255","recombined as","Gorgosaurus libratus","species","53194","Late Campanian","","83.5","70.6","5924"
"220029","occ","","","22659","Tyrannosauridae indet.","family","38606","","Tyrannosauridae","family","38606","Late Campanian","","83.5","70.6","5924"
"220030","occ","","","22660","Aves indet.","class","36616","","Aves","class","36616","Pliocene","","5.333","2.588","4923"
"220033","occ","","","22663","Syntarsus rhodesiensis","species","55541","recombined as","Coelophysis rhodesiensis","species","55541","Hettangian","Sinemurian","201.3","190.8","5925"
"220045","occ","","","16296","Coraciiformes indet.","order","39368","","Coraciiformes","order","39368","Bridgerian","","50.3","46.2","5778"
"220046","occ","","","16296","Presbyornis sp.","genus","39622","","Presbyornis","genus","39622","Bridgerian","","50.3","46.2","5778"
"220047","occ","","","16296","Strigiformes indet.","order","39397","","Strigiformes","order","39397","Bridgerian","","50.3","46.2","5778"
"220053","occ","","","17805","Anatidae indet.","family","39624","","Anatidae","family","39624","Harrisonian","","24.8","20.43","5761"
"220058","occ","","","22678","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Late Kimmeridgian","Tithonian","155.7","145","5760"
"220073","occ","21878","","22680","Liliensternus sp.","genus","55542","","Liliensternus","genus","55542","Norian","","228","208.5","30215"
"220084","occ","","","22683","Liliensternus sp.","genus","55542","","Liliensternus","genus","55542","Norian","","228","208.5","5702"
"220087","occ","28163","","22684","Liliensternus sp.","genus","55542","","Liliensternus","genus","55542","Rhaetian","","208.5","201.3","5702"
"220090","occ","","","22685","Velociraptor sp.","genus","38564","","Velociraptor","genus","38564","Late Campanian","","83.5","70.6","5680"
"220099","occ","","","22689","Troodon formosus","species","54818","","Troodon formosus","species","54818","Late Santonian","Early Campanian","85.8","70.6","5724"
"220100","occ","","","22689","Tyrannosauridae indet.","family","38606","","Tyrannosauridae","family","38606","Late Santonian","Early Campanian","85.8","70.6","5724"
"220108","occ","","","22691","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Campanian","","83.6","72.1","5724"
"220112","occ","","","22692","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Late Campanian","","83.5","70.6","5697"
"220114","occ","","","22693","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Campanian","","83.6","72.1","5697"
"220135","occ","","","22703","Aves indet.","class","36616","","Aves","class","36616","Aquitanian","Miocene","23.03","5.333","5927"
"220148","occ","","","22709","Theropoda indet.","unranked clade","38513","","Theropoda","unranked clade","38513","Late Campanian","","83.5","70.6","5684"
"220150","occ","","","22709","Carnosauria indet.","unranked clade","53943","","Carnosauria","unranked clade","53943","Late Campanian","","83.5","70.6","5684"
"220162","occ","","","22711","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","15179"
"220175","occ","","","22712","Larus sp.","genus","36644","","Larus","genus","36644","Piacenzian","","3.6","2.588","5666"
"220176","occ","","","22712","Stercorarius sp.","genus","36648","","Stercorarius","genus","36648","Piacenzian","","3.6","2.588","5666"
"220178","occ","","","22712","Egretta sp.","genus","142800","","Egretta","genus","142800","Piacenzian","","3.6","2.588","5666"
"220179","occ","","","22712","Anabernicula sp.","genus","83430","","Anabernicula","genus","83430","Piacenzian","","3.6","2.588","5666"
"220180","occ","","","22712","Recurvirostra sp.","genus","39588","","Recurvirostra","genus","39588","Piacenzian","","3.6","2.588","5666"
"220181","occ","","","22712","Calidris cf. albus","species","83484","species not entered","Calidris","genus","83484","Piacenzian","","3.6","2.588","5666"
"220182","occ","","","22712","Calidris cf. canutus","species","83484","species not entered","Calidris","genus","83484","Piacenzian","","3.6","2.588","5666"
"220191","occ","13289","","22713","cf. Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Aptian","","125","113","7600"
"220200","occ","","","22717","Allosauridae indet.","family","38589","","Allosauridae","family","38589","Kimmeridgian","Tithonian","157.3","145","9727"
"220247","occ","","","22731","Hesperornithiformes indet.","order","36617","","Hesperornithiformes","order","36617","Middle Cenomanian","","99.6","93.5","5932"
"220299","occ","","","21340","Struthio sp.","genus","39278","","Struthio","genus","39278","Serravallian","","13.82","11.62","4655"
"220300","occ","","","21340","Accipitridae indet.","family","39323","","Accipitridae","family","39323","Serravallian","","13.82","11.62","4655"
"220458","occ","","","21872","Accipitridae indet.","family","39323","","Accipitridae","family","39323","Pleistocene","Holocene","2.588","0","5220"
"220461","occ","","","21872","Struthio camelus","species","223891","","Struthio camelus","species","223891","Pleistocene","Holocene","2.588","0","5220"
"220495","occ","","","21882","Aves indet.","class","36616","","Aves","class","36616","Holocene","","0.0117","0","5221"
"220507","occ","","","21883","Aves indet.","class","36616","","Aves","class","36616","Pleistocene","Holocene","2.588","0","5221"
"220818","occ","","","21931","Aves indet.","class","36616","","Aves","class","36616","Pleistocene","","2.588","0.0117","5241"
"220829","occ","","","21931","Struthio camelus","species","223891","","Struthio camelus","species","223891","Pleistocene","","2.588","0.0117","5241"
"220997","occ","","","21950","Struthio camelus","species","223891","","Struthio camelus","species","223891","Pleistocene","Holocene","2.588","0","5249"
"221077","occ","","","22333","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Pliocene","Pleistocene","5.333","0.0117","4884"
"221080","occ","","","22333","Aves indet.","class","36616","","Aves","class","36616","Pliocene","Pleistocene","5.333","0.0117","4884"
"221102","occ","","","22333","Coturnix sp.","genus","143789","","Coturnix","genus","143789","Pliocene","Pleistocene","5.333","0.0117","4884"
"221103","occ","","","22333","Turnix sp.","genus","39348","","Turnix","genus","39348","Pliocene","Pleistocene","5.333","0.0117","4884"
"221104","occ","","","22333","cf. Passer sp.","genus","99164","","Passer","genus","99164","Pliocene","Pleistocene","5.333","0.0117","4884"
"221105","occ","","","22333","cf. Ploceus sp.","genus","158472","","Ploceus","genus","158472","Pliocene","Pleistocene","5.333","0.0117","4884"
"221113","occ","","","22333","Tyto sp.","genus","39409","","Tyto","genus","39409","Pliocene","Pleistocene","5.333","0.0117","4884"
"221119","occ","","","22334","Aves indet.","class","36616","","Aves","class","36616","Pliocene","Pleistocene","5.333","0.0117","4885"
"221226","occ","","","22471","Struthionidae indet.","family","39276","","Struthionidae","family","39276","Gelasian","Calabrian","2.588","0.781","4952"
"221279","occ","","","22628","Phalacrocorax ourei","species","39689","species not entered","Phalacrocorax","genus","39689","Early Pleistocene","","2.588","0.781","5653"
"223788","occ","","","21627","Aves indet.","class","36616","","Aves","class","36616","Gelasian","","2.588","1.806","4486"
"224274","occ","","","21750","Aves indet.","class","36616","","Aves","class","36616","Gelasian","","2.588","1.806","4768"
"224622","occ","","","21798","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Piacenzian","","3.6","2.588","4451"
"224625","occ","","","21798","Numida sp.","genus","99148","","Numida","genus","99148","Piacenzian","","3.6","2.588","4451"
"224645","occ","","","21799","Numida sp.","genus","99148","","Numida","genus","99148","Piacenzian","","3.6","2.588","4451"
"224670","occ","","","21800","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Piacenzian","","3.6","2.588","4451"
"224729","occ","","","21804","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Gelasian","","2.588","1.806","4451"
"224730","occ","","","21804","Numida sp.","genus","99148","","Numida","genus","99148","Gelasian","","2.588","1.806","4451"
"224736","occ","","","21804","Streptopelia sp.","genus","158293","","Streptopelia","genus","158293","Gelasian","","2.588","1.806","4451"
"224759","occ","","","21805","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Gelasian","","2.588","1.806","4451"
"224779","occ","","","21806","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Piacenzian","","3.6","2.588","4451"
"224780","occ","","","21806","Numida sp.","genus","99148","","Numida","genus","99148","Piacenzian","","3.6","2.588","4451"
"224783","occ","","","21806","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Piacenzian","","3.6","2.588","4451"
"224830","occ","","","21810","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Piacenzian","","3.6","2.588","4451"
"224835","occ","","","21810","Streptopelia sp.","genus","158293","","Streptopelia","genus","158293","Piacenzian","","3.6","2.588","4451"
"224857","occ","","","21811","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Piacenzian","","3.6","2.588","4451"
"224961","occ","","","21822","Aves indet.","class","36616","","Aves","class","36616","Calabrian","","1.806","0.781","4867"
